Genus	10A	10B	10C	10D	10F	11A	11B	11C	11D	11F	12A	12B	12C	12D	12F	13A	13C	13D	13F	14A	14B	14C	14D	14F	15A	15B	15C	15D	16A	16B	16C	16D	16F	18A	18B	18C	18D	18F	19A	19B	19C	19D	20A	20B	20C	20D	20F	21A	21B	21C	21F	22A	22B	22C	22D	22F	23A	23B	23C	23D	23F	24A1	24A2	24B	24D	24F	25A	25B	25C	25F	26A	26B	26C	26D	26F	27A	27B	27C	27D	28A	28B	28C	28D	28F	29A	29C	29D1	29D2	30A	30B	30C	30D	30F	31A	31B	31C	31D	31F	32A	32B	32C	32D1	32D2	32F	33A	33B	33C	33D	33F	34A	34B	34C	34D	35A	35B	35C	35D	3A	3B	3C	3D	3F	4A	4B	4C	4D	4F	6A	6B	6C	6D	6F	7A	7B	7C	7D
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira	0	57	6	0	0	0	0	1	2	5	0	1	2	0	1	79	7	6	88	0	0	27	0	54	2	0	1	0	0	14	11	61	8	1	2	2	4	5	0	1	4	0	226	110	424	45	91	13	0	0	76	0	2	1	0	30	0	0	0	0	79	0	1	4	0	12	40	0	219	106	0	0	10	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	39	1	0	4	0	0	2	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	10	0	13	0	0	0	3	6	0	3	192	0	116	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus	0	1	0	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	1	0	0	14	0	27	0	9	4	0	0	8	5	0	7	0	0	0	0	0	0	0	0	0	7	1	15	2	75	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	34	0	0	71	0	0	23	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	19	0	0	23	1	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	5	7	0	0	0	0	0	0	0	1	0	15	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	21	22	6	20	3	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Veillonella	0	0	0	0	0	0	6	0	0	0	0	0	0	19	0	4	0	1	0	3	13	1	6	0	1	0	0	17	0	0	0	0	0	0	9	0	3	2	0	1	0	0	0	0	1	0	1	6	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	29	1	0	99	1	1	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Parvimonas	0	0	0	0	0	0	0	9	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	17	83	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae;?	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	2	0	0	0	0	2	0	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae;Anaerofustis	0	0	0	0	2	0	0	0	0	7	0	1	0	0	2	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium	0	0	0	0	0	0	6	71	12	13	0	1	0	0	4	0	15	0	0	20	8	64	27	14	46	59	13	29	0	1	0	0	26	16	29	6	156	108	0	3	0	0	0	7	0	0	0	0	38	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;?;?	0	1215	1666	0	2602	58	55	203	38	181	2	825	332	1	1277	260	546	173	590	1	0	1523	0	742	0	449	23	3	2	645	1709	3	688	2	0	0	0	1	1	17	0	1	82	63	275	19	423	44	46	1312	155	583	0	125	18	468	2	62	0	163	3478	195	36	197	82	906	0	39	245	297	0	21	1496	9	1272	0	0	1692	1	1	5	446	0	784	26	908	0	0	0	39	106	94	2351	0	5	30	0	117	247	1	352	605	1145	367	0	20	3028	180	3149	2	3	1	173	31	0	843	355	0	0	65	139	55	1	0	103	9	2246	0	1	110	1	194	167	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;?	7	2330	5276	394	9926	285	4212	4203	3443	5832	12	13243	2939	3458	8084	2857	7191	1362	4417	1	1	8889	4	6079	26	915	78	8	393	5092	3861	1594	1314	1274	5376	244	1363	137	6936	270	225	3609	2160	1655	2745	358	2562	1302	414	5874	2508	1003	920	1883	233	3264	67	2728	1841	308	7703	910	398	1053	1	3524	973	122	985	2290	174	135	6851	410	14337	1581	3671	3809	411	59	228	1431	110	3401	1384	2043	1440	187	262	1334	456	1799	8138	283	2812	558	542	2525	5819	962	8856	3634	6266	5601	6969	435	3506	381	2463	298	102	33	246	242	937	3752	254	141	288	2649	83	1519	1832	1820	1724	3401	2608	506	571	2721	549	1959	444	140	30	166
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;ASF356	0	0	0	0	0	0	2	2	0	4	0	31	3	0	1	0	234	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	4	0	5	0	0	1	0	0	0	0	0	6	0	0	0	0	0	40	0	3	0	1	34	4	0	0	34	0	4	162	6	0	4	14	0	0	0	0	0	4	0	0	0	0	0	0	0	20	3	0	0	5	0	7	21	0	22	10	0	14	0	1	14	65	11	13	0	1	0	11	0	5	0	0	0	0	0	0	0	0	11	0	261	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor	0	0	0	0	2	0	0	11	54	0	0	26	4	0	5	0	2	0	2	0	0	0	0	0	0	3	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	37	0	36	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	11	0	0	3	0	0	20	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Acetitomaculum	0	0	28	0	43	0	0	34	117	41	0	38	10	0	31	7	6	0	7	0	0	24	0	7	0	0	0	0	0	3	10	3	2	0	0	0	0	0	0	2	0	262	0	0	4	0	4	0	0	7	0	0	45	2	0	3	0	6	0	424	29	0	0	2	0	9	0	0	12	9	0	0	22	0	30	0	0	0	0	0	0	5	0	16	1	0	0	0	0	0	0	0	6	0	0	0	0	1	22	0	69	118	15	63	0	0	2	0	1	0	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia	1478	921	3085	2373	5925	107	22870	19625	49196	5869	57	227	374	91	866	13484	2920	711	2434	148	13	2903	170	731	343	189	9	50	193	290	977	563	1431	1	21	7	49	6	40572	3646	964	17561	132	2180	336	9	287	668	3126	685	430	6317	2556	14939	4056	1536	288	24050	2533	400	6093	3394	1097	3152	532	2534	7649	40	5545	9585	67	399	636	144	4329	739	797	2202	655	70	68	112	3429	251	2428	154	2375	124	15	163	38	397	718	300	2586	120	1460	727	18620	2028	891	13254	32338	2241	5194	1123	691	1	1093	885	9	24	301	109	1656	370	390	27196	4456	2634	5636	29754	14	7	3	0	81	0	1	312	4	156	259	152	24	212
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus	0	805	676	1	1377	46	239	542	1082	992	6	2680	396	18	967	502	1494	43	446	0	1	262	0	233	0	51	3	0	0	387	311	1013	168	8	24	4	12	2	150	29	0	13	14	50	127	0	286	5	26	899	13	40	30	267	13	289	0	414	15	0	978	138	63	247	276	737	75	13	254	414	186	14	1342	8	2783	5	3	240	0	0	1	417	71	934	33	355	127	45	3	50	47	166	144	23	223	77	33	41	1068	45	3109	721	1513	2156	86	7	225	8	241	4	6	0	0	49	286	661	0	0	0	668	0	279	5	3	22	4	413	0	0	34	5	5	28	0	12	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea	0	0	81	0	65	4	147	393	596	1120	1	73	149	5	51	853	398	41	215	0	0	570	0	735	0	718	12	0	18	105	282	0	228	9	13	14	108	22	694	10	0	374	642	307	1009	62	848	153	78	16	1149	250	52	154	89	236	9	515	45	0	989	428	112	91	0	1315	286	0	360	696	3	12	178	27	740	35	4	561	0	0	1	77	323	143	53	69	116	51	0	35	26	47	485	0	1344	73	3	2540	313	15	99	142	623	112	6	17	63	131	40	53	3	0	0	28	171	151	0	80	13	20	151	23	0	3	1	12	105	1	0	961	9	913	76	1	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Epulopiscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus	0	38	4	0	0	0	0	27	0	30	0	0	4	0	0	0	0	0	87	0	0	91	0	23	0	0	0	0	0	1	7	0	17	0	0	0	0	0	0	0	0	0	105	45	69	15	48	40	0	0	99	0	0	0	0	65	0	8	0	0	76	23	0	0	0	3	98	0	7	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	6	0	0	29	0	0	135	0	0	16	0	32	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	75	0	0	6	0	17	0	7	339	0	72	125	1	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium	1	984	1363	139	2665	88	1145	3346	7023	2880	6	6313	1722	1052	1275	4532	3345	1024	647	1	0	707	4	516	0	1130	13	2	133	1733	1721	920	1101	161	690	60	510	25	11309	813	572	3271	1893	949	9153	184	5886	618	871	1423	4352	778	778	2687	987	491	101	1418	790	548	9218	2462	803	709	162	6972	2328	5	1731	3405	35	132	2258	114	5063	282	211	5034	22	24	58	411	551	1296	487	681	707	80	133	139	25	141	544	16	2754	246	222	8089	1825	2151	2801	1478	3333	981	168	57	994	288	535	147	36	7	776	90	1502	567	145	25	17	2229	75	1866	37	23	91	39	521	143	39	2987	46	2870	193	25	38	108
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira	0	0	2	0	4	1	3	0	7	15	0	7	1	0	1	22	0	56	7	0	0	1	0	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	4	0	0	0	0	20	0	0	0	0	12	0	0	2	3	0	0	8	0	8	0	0	0	0	0	0	28	0	27	0	20	0	0	0	0	0	14	1	0	0	0	0	0	1	0	13	0	1	31	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae FCS020 group	0	3	36	0	41	0	0	0	1	1	0	51	27	0	33	2	93	0	0	0	0	6	0	8	0	3	0	0	0	11	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	13	0	8	0	0	5	0	0	0	16	0	16	0	12	0	0	0	0	0	13	0	0	1	0	0	0	0	0	44	0	0	1	0	0	10	0	3	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group	0	0	31	0	35	0	4	3	71	9	0	0	0	0	0	15	2	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	27	0	0	0	41	0	0	0	33	0	0	22	1	0	0	0	17	9	0	0	15	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	3	1	319	0	11	228	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	36	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae ND3007 group	0	50	271	2	681	29	22	52	118	848	1	14	32	0	130	908	106	437	961	0	0	185	0	139	0	38	2	0	5	38	227	0	80	0	3	1	6	0	679	0	0	867	0	0	19	0	39	2	1	84	4	144	40	11	25	481	0	33	0	0	728	62	5	43	0	945	5	0	500	348	0	1	45	0	384	62	1	148	0	10	17	24	167	29	20	66	0	0	7	1	30	3	62	15	2	7	20	1	1	0	42	0	39	182	11	0	182	0	165	111	0	0	0	0	0	68	33	0	0	314	1	215	0	0	4	0	66	0	0	2	0	2	149	1	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK3A20 group	1	0	259	0	580	5	2565	2856	8085	1336	0	13	2	0	13	2399	447	258	305	0	1	567	0	184	0	51	0	1	58	244	255	166	354	0	1	1	0	0	1654	24	104	2469	0	122	4	0	15	2	86	67	5	962	349	4272	319	181	0	1982	229	0	1769	748	183	292	0	331	1001	0	330	1647	0	66	23	68	667	106	12	104	0	5	17	19	769	9	628	47	401	18	0	35	36	97	19	111	55	10	524	72	2235	147	126	741	1747	228	89	0	4	0	25	125	6	0	336	12	85	16	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	3	134	7	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4A136 group	4	2212	5890	0	10267	116	134	719	756	258	4	13745	1919	0	3232	429	3909	339	519	1	3	444	0	1191	0	2	2	2	5	222	261	3386	91	4	5	0	2	0	22	13	21	71	0	20	10	2	37	21	42	2068	0	158	35	446	6	343	0	318	40	174	366	365	49	400	0	689	1380	39	389	430	310	10	10102	139	7077	7	2	2013	0	27	17	1227	114	3049	96	2669	0	0	209	75	760	1166	125	1	1763	184	29	37	145	87	22710	33	142	16037	794	52	754	1043	205	55	9	4	0	220	179	3025	0	0	0	548	0	475	0	0	250	1	1574	0	0	1	0	0	31	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4B4 group	0	1	17	0	64	0	0	0	33	2	0	1	0	0	1	12	0	0	4	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	7	0	0	0	8	0	1	0	0	0	0	11	0	1	0	0	10	2	0	0	3	1	0	0	0	12	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	31	0	3	30	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	8	1	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-001	0	0	17	0	40	0	6	15	73	46	0	43	3	0	10	22	25	6	31	0	0	35	0	16	0	3	0	0	0	2	2	0	2	0	0	0	0	0	17	0	0	0	0	0	5	0	2	0	3	5	0	0	0	32	0	19	0	55	0	0	29	4	31	0	0	18	4	0	1	22	0	0	2	0	38	0	0	0	0	0	0	3	0	11	0	53	0	0	0	0	0	17	0	0	4	0	6	2	26	0	240	0	20	44	0	0	6	0	2	1	0	0	0	3	43	6	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	2	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-006	0	0	7	0	8	0	8	0	6	0	0	442	205	0	168	0	42	14	1	0	0	1	0	5	0	0	0	0	0	4	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	3	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	22	0	41	0	0	22	0	0	0	1	0	41	0	25	0	0	0	0	0	14	2	0	20	13	0	3	0	0	72	0	0	18	0	0	12	0	1	0	0	0	0	1	0	9	0	0	0	23	0	0	0	0	8	0	115	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-008	0	2	22	1	39	0	15	20	59	54	0	19	3	13	19	21	26	0	7	0	0	13	0	2	2	2	0	0	0	6	1	4	0	2	7	0	6	0	5	17	0	2	0	0	0	0	0	2	4	7	1	0	0	62	6	3	0	38	0	207	4	4	3	0	0	11	24	0	1	3	10	3	19	0	167	2	9	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	18	21	0	11	29	6	1	0	0	0	2	0	0	0	0	0	0	0	3	7	1	0	27	0	0	0	5	15	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-010	0	10	6	0	7	4	0	43	0	854	0	15	1	1	16	188	15	0	688	0	0	112	0	207	0	15	2	0	0	72	369	0	186	0	0	0	1	0	0	0	0	176	85	3	227	25	240	15	0	31	48	0	0	0	0	937	0	4	0	0	1141	0	0	20	0	428	0	0	295	192	48	0	167	87	266	0	0	1196	0	0	2	44	0	21	0	371	0	0	0	0	52	11	252	14	82	17	0	55	6	0	249	0	25	316	0	0	37	0	35	0	3	0	0	32	0	148	1	0	0	1	0	0	5	0	5	0	15	0	0	68	0	97	157	0	18	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia	0	2167	2649	14	4451	32	2480	2355	3865	3499	14	866	1194	30	445	1942	3184	27	781	0	1	966	0	460	0	183	9	0	3	242	988	368	734	9	20	1	17	63	4399	61	29	2966	0	76	376	0	297	14	263	2167	69	1169	706	2318	1177	636	34	3809	445	176	793	623	379	385	0	598	1513	1	815	1441	31	58	1022	112	3380	198	0	6067	4	25	44	252	716	793	280	306	122	2	17	57	91	73	664	8	1864	138	43	157	7398	515	2747	3538	8062	924	776	12	3310	125	1609	167	9	5	0	88	308	141	64	0	0	993	0	517	0	0	10	0	136	1	0	62	0	28	663	73	71	17
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium	0	0	30	0	31	0	40	12	44	25	2	1	0	0	3	17	3	0	19	0	0	7	0	6	0	0	0	0	0	1	20	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	12	0	0	11	0	3	0	0	101	0	0	0	0	36	0	0	12	21	0	0	14	0	52	0	0	1	0	0	0	3	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	22	0	0	0	0	3	0	0	0	0	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia	0	387	254	0	518	40	195	113	812	164	1	241	108	0	77	824	229	2	289	0	0	1518	1	805	0	608	6	0	0	127	179	74	269	1	10	3	9	0	580	25	0	337	50	38	884	3	1143	19	12	256	75	8	103	262	5	507	48	898	34	205	702	54	15	115	0	246	27	0	488	740	17	9	500	1	768	6	11	43	0	0	3	452	0	437	108	98	3	0	15	30	0	65	46	38	335	26	5	102	129	62	1412	8	109	409	73	2	537	0	191	57	1	0	0	56	99	82	0	1	0	93	0	51	1	0	6	0	53	0	0	145	0	39	4	0	3	1
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas	0	0	3	0	4	0	19	20	112	35	0	1	0	0	3	66	10	1	22	0	0	38	0	10	0	2	0	0	0	1	6	0	7	0	2	0	0	0	99	3	0	0	0	0	106	0	67	0	7	2	34	0	0	41	2	7	0	45	0	353	97	3	3	2	0	155	8	0	3	25	0	0	6	0	43	0	0	14	0	0	0	0	0	3	3	0	2	1	0	0	0	0	0	0	1	0	0	10	36	8	3	0	97	19	0	0	1	0	4	0	0	0	0	0	3	0	0	0	0	32	0	8	0	0	0	0	6	0	0	15	0	4	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tuzzerella	0	0	0	0	0	0	0	0	0	4	0	4	0	0	2	0	0	0	20	0	0	2	0	0	0	0	0	0	0	2	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] hallii group	0	0	11	0	25	0	35	30	217	21	0	8	3	0	3	46	3	1	4	0	0	38	0	17	0	16	3	0	0	148	35	0	16	0	0	0	0	0	64	6	0	1	0	0	3	0	30	0	4	4	5	0	0	86	15	7	0	86	27	0	31	18	8	138	0	27	13	86	6	44	0	2	14	0	65	1	1	2	0	0	0	7	0	38	5	0	2	0	0	4	0	0	63	25	362	0	1	2	22	4	120	0	47	55	4	0	5	0	5	0	6	0	1	0	0	0	0	0	0	15	0	5	0	0	12	0	4	0	0	2	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group	0	0	106	0	123	28	41	534	42	2282	0	736	224	0	484	1	5642	0	3655	0	0	4480	0	5930	1	2	0	0	63	1773	2394	463	500	0	0	0	0	0	0	9	0	0	0	0	8	0	14	0	2	9026	0	470	0	13	48	2824	0	8	0	205	352	15	0	48	0	58	0	0	12	2	0	0	638	21	98	0	0	247	0	2	22	191	0	95	0	272	0	0	1	8	70	48	318	29	27	16	0	3	28	27	1541	0	27	1436	51	10	146	0	27	0	0	0	0	16	0	458	38	0	0	0	0	0	0	0	2	0	63	0	0	2	0	1	153	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] ruminantium group	0	583	315	0	217	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] ventriosum group	0	0	11	0	51	0	0	0	0	1	0	2	0	0	23	0	8	0	0	0	0	6	0	6	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	78	0	0	13	0	2	0	0	0	0	0	0	8	0	0	0	49	0	48	0	0	0	0	1	0	0	0	0	0	0	0	0	0
